feature,anova_f,mutual_info,rf_importance,fold_rf_importance_mean,fold_rf_importance_std,fold_rank_mean,fold_rank_std,top20_fold_count,anova_f_norm,mutual_info_norm,rf_importance_norm,fold_rf_importance_mean_norm,top20_fold_ratio,composite_score,anova_rank,mutual_info_rank,rf_rank,composite_rank,sensor_group,family,source,description
corr__az__my,123.557606823103,0.27701661391615806,0.0007657579806286827,0.0006765796973933411,0.0003015150672874218,223.2,41.58966217703625,0,0.008538826569802831,0.20918853561414427,0.028752343395732485,0.024026142543375303,0.0,0.05410116962461098,168.0,226.0,214.0,229.0,acc_mag,axis_correlation,"az,my",Correlation between az and my
axis_ay__high_band_ratio,151.83624565990297,0.29741447291943635,0.0005474351050850201,0.0003688538849825313,0.00029878186492201484,279.0,62.65780079128216,0,0.010493108453905949,0.22459193757707138,0.020554852220228792,0.013098436226229094,0.0,0.053747666895487045,152.0,215.0,244.0,230.0,acc,time_frequency,ay,high_band_ratio of ay
axis_ay__zero_crossing_rate,210.2625946226737,0.2697103535270453,0.0004555637965584567,0.0008374923690927426,0.0004483040728872267,211.4,41.034132134114884,0,0.014530840113876843,0.20367122786134392,0.017105308790328958,0.02974034118424517,0.0,0.05300954358995898,123.0,232.0,261.0,231.0,acc,time,ay,zero_crossing_rate of ay
mag_norm__high_band_ratio,131.55775042325936,0.2767067001083574,0.00047591760195051213,0.0008202850272625168,0.00047753318329222524,211.4,43.46607872813005,0,0.009091700977875943,0.2089545048291169,0.01786954451081316,0.0291292881934469,0.0,0.05300900770225059,163.0,227.0,257.0,232.0,mag,time_frequency,mag_norm,high_band_ratio of mag_norm
corr__ay__my,96.24497668279864,0.23094565830233904,0.0012687205322499005,0.0009936474046534612,0.0005759245250793548,195.8,48.72063217980653,0,0.006651303673158146,0.17439814668059123,0.047637359765440306,0.03528559055797341,0.0,0.05279448013543262,196.0,253.0,178.0,233.0,acc_mag,axis_correlation,"ay,my",Correlation between ay and my
axis_gx__abs_mean,60.25964760024826,0.17337945414406652,0.002186821895676423,0.001269359325359221,0.001251632723299246,196.8,78.69371004089209,0,0.004164427373157445,0.13092714406275335,0.08210982540224285,0.04507644584568865,0.0,0.05245556853676846,234.0,287.0,124.0,234.0,gyro,time,gx,abs_mean of gx
mag_norm__spectral_entropy,141.71357680797584,0.2758324994961514,0.00047212732282530135,0.0006709994554867798,0.00027496606597944686,225.8,29.192464781172557,0,0.009793550442282264,0.20829435400525437,0.017727228779563106,0.02382798157580549,0.0,0.05192862296058105,157.0,231.0,258.0,235.0,mag,time_frequency,mag_norm,spectral_entropy of mag_norm
acc_norm__zero_crossing_rate,128.58632545932838,0.22724249742547808,0.0010474252911013273,0.0010145447042055103,0.0005456564317510646,196.4,50.7178469574567,0,0.008886351561643602,0.1716017122356572,0.03932826351531515,0.03602767829685105,0.0,0.051168801121893405,164.0,255.0,190.0,236.0,acc,time,acc_norm,zero_crossing_rate of acc_norm
axis_az__kurtosis,107.14030450293671,0.29420411997537865,0.0004659580708211196,0.00023486568523874634,0.00015540616955612378,306.0,38.65229618017537,0,0.007404258647516806,0.22216764604567882,0.01749558842241865,0.008340357320555292,0.0,0.05108157008723392,184.0,218.0,260.0,237.0,acc,time,az,kurtosis of az
axis_gy__dominant_freq_ratio,37.19604513965411,0.2668829803838131,0.0007077546891012952,0.0006855713406939876,0.00047130959127338485,236.2,56.001785685815406,0,0.002570546538545263,0.20153614275180418,0.02657446135170987,0.02434544639549034,0.0,0.05100531940750993,281.0,235.0,223.0,238.0,gyro,time_frequency,gy,dominant_freq_ratio of gy
all9_norm__kurtosis,36.0341239470607,0.30088341024895904,0.0002610980834460606,0.0004010809932846829,0.00028530159624401506,268.2,48.28250200642051,0,0.0024902484184502523,0.2272114985840503,0.009803595842442801,0.014242858828342943,0.0,0.05074964033465725,284.0,214.0,303.0,239.0,all9,time,all9_norm,kurtosis of all9_norm
axis_gx__rms,55.67559736319141,0.15579418435701875,0.0018553296709697751,0.0017281185790816612,0.0011359067945418454,159.0,62.70964838045259,0,0.0038476325519569013,0.11764766315679746,0.06966310134726686,0.06136752768792116,0.0,0.05050518494878847,242.0,304.0,138.0,240.0,gyro,time,gx,rms of gx
acc_norm__diff_rms,74.4552035386467,0.20437687774227298,0.0013831217832006811,0.0011322973683777445,0.00045750170606765,187.0,46.866832621801954,0,0.0051454547120363845,0.15433478578738533,0.05193284755067725,0.04020921419744656,0.0,0.05032446044950911,218.0,276.0,168.0,241.0,acc,time,acc_norm,diff_rms of acc_norm
gyro_norm__skewness,168.36956583340455,0.27635475192538683,0.000467903462396333,0.00036158539780157617,0.00032101571439614805,288.4,68.23342289523515,0,0.011635694145021448,0.2086887318707125,0.017568633128480716,0.012840323679019747,0.0,0.050146676564646886,143.0,228.0,259.0,242.0,gyro,time,gyro_norm,skewness of gyro_norm
axis_mz__high_band_ratio,109.41573848952576,0.2930798839355693,0.0003045099856929398,0.0002879584483595087,0.00022255462002234968,290.0,47.13279113313787,0,0.007561509477166948,0.22131868147446526,0.011433606828210763,0.010225743919762534,0.0,0.050107908339921105,182.0,219.0,294.0,243.0,mag,time_frequency,mz,high_band_ratio of mz
all9_norm__slope,40.86536296105882,0.28623353497077986,0.0004397977663069476,0.00041626570076070654,0.0001251053345109108,257.6,19.269146322554096,0,0.0028241259766070494,0.216148674903375,0.016513332830239414,0.014782085689131082,0.0,0.05005364387987051,277.0,222.0,266.0,244.0,all9,time,all9_norm,slope of all9_norm
axis_ay__low_band_ratio,115.50528038856822,0.28043778020064103,0.00031379429373561704,0.0004659079789910787,0.00018893968015563876,251.4,24.551985663078256,0,0.007982345907253491,0.21177202241309878,0.011782209937532139,0.016544941502771342,0.0,0.04961630395213115,177.0,224.0,290.0,245.0,acc,time_frequency,ay,low_band_ratio of ay
axis_ax__haar_l2_energy_ratio,73.69148267992973,0.2684573870578153,0.000579125943617485,0.0005169425060260966,0.0003882460319388947,255.8,65.4347002743957,0,0.0050926754447132355,0.20272505276676572,0.021744765867927333,0.01835723771251739,0.0,0.049583946358384735,219.0,233.0,239.0,246.0,acc,wavelet,ax,haar_l2_energy_ratio of ax
all9_norm__haar_l1_energy_ratio,24.342355785859553,0.259785918926152,0.0004942353073919062,0.000753434646493991,0.0004661102014470683,224.8,44.71800532224129,0,0.0016822529968023477,0.19617681114889515,0.01855732964710445,0.026755352375373204,0.0,0.048634349233635035,321.0,238.0,254.0,247.0,all9,wavelet,all9_norm,haar_l1_energy_ratio of all9_norm
mag_norm__haar_l4_energy_ratio,31.261932283086843,0.23553137562831994,0.0008275315224621239,0.0008556474104103182,0.0005748862417315978,213.8,53.937000287372314,0,0.0021604515081323663,0.1778610418427301,0.031071789137724688,0.03038504810089885,0.0,0.0482956661178972,302.0,250.0,209.0,248.0,mag,wavelet,mag_norm,haar_l4_energy_ratio of mag_norm
acc_norm__mid_band_ratio,60.74195648469758,0.21578037081847024,0.001061805684296616,0.0009225952146648282,0.0004500771872845499,201.0,43.01743832447488,0,0.004197758804732387,0.16294611051543118,0.03986821218549046,0.03276244354179355,0.0,0.04795490500948952,233.0,262.0,189.0,249.0,acc,time_frequency,acc_norm,mid_band_ratio of acc_norm
axis_mz__low_band_ratio,107.95293052608956,0.2795546698982734,0.0002846389186792871,0.0002405249698870179,4.567323021893871e-05,293.4,18.514858897652992,0,0.007460417655903438,0.21110514345473436,0.010687496755747542,0.00854132518905144,0.0,0.047558876611087354,183.0,225.0,299.0,250.0,mag,time_frequency,mz,low_band_ratio of mz
axis_gy__median,6.565058645719385,0.29659657091486746,0.00012333687215719023,0.00012544673252266297,6.943272966143951e-05,337.6,23.649524308112415,0,0.0004536984701932628,0.223974300532878,0.004630998554801429,0.004454761336768187,0.0,0.04670275177892818,368.0,217.0,343.0,251.0,gyro,time,gy,median of gy
axis_gy__diff_abs_mean,87.27244913451386,0.1715636197536483,0.001448798019932883,0.0011681479361502504,0.0002896947459087606,175.4,20.25586334867018,0,0.0060312296963509465,0.12955592039613115,0.05439882996187376,0.041482310116348196,0.0,0.04629365803414081,206.0,291.0,163.0,252.0,gyro,time,gy,diff_abs_mean of gy
axis_ax__dominant_freq_ratio,31.81732685104411,0.27633973543275303,0.00028897082427794515,0.00026720636264123516,7.737179921859041e-05,287.6,20.83986564256113,0,0.0021988337495461824,0.20867739219667736,0.010850149239275374,0.009488812895286762,0.0,0.04624303761615714,299.0,229.0,297.0,253.0,acc,time_frequency,ax,dominant_freq_ratio of ax
axis_mz__spectral_entropy,175.9771638058916,0.2663342475907249,0.0002699908806274581,0.0002119572296815594,5.249123033493324e-05,302.0,19.824227601599002,0,0.012161440486101472,0.2011217682931505,0.010137498674377018,0.007526851061372398,0.0,0.04618951170300028,140.0,236.0,300.0,254.0,mag,time_frequency,mz,spectral_entropy of mz
corr__mx__mz,49.542110797586524,0.20445469353643597,0.0010714133039037286,0.0009030591241788946,0.0003899358197366015,205.8,38.648415232710384,0,0.0034237591911941145,0.15439354822693177,0.040228954855037934,0.03206869394131975,0.0,0.046022991242896716,255.0,275.0,188.0,255.0,mag,axis_correlation,"mx,mz",Correlation between mx and mz
axis_gx__high_band_ratio,41.462286862639225,0.12463447008090389,0.0019353615547877932,0.0016931679356706915,0.001164110890949701,157.2,61.09173430178587,0,0.0028653782297221693,0.0941174679550453,0.07266810327261908,0.060126389143844446,0.0,0.0459554677202462,274.0,318.0,136.0,256.0,gyro,time_frequency,gx,high_band_ratio of gx
axis_mz__mid_band_ratio,101.418103233604,0.26703706716084463,0.00019945873307777038,0.0003413680344479719,0.00025817426793185586,284.8,62.938064793890824,0,0.007008808415899002,0.2016525010697731,0.007489188662482467,0.01212238127599415,0.0,0.04565457588482975,194.0,234.0,315.0,257.0,mag,time_frequency,mz,mid_band_ratio of mz
all9_norm__haar_l3_energy_ratio,5.800749596045032,0.21762886008576876,0.0007742908092147611,0.0009699005703695907,0.0005627385189999146,201.6,49.227025098008916,0,0.0004008785541338347,0.1643419934462711,0.029072730285389745,0.03444231248200347,0.0,0.04565158295355963,369.0,261.0,212.0,258.0,all9,wavelet,all9_norm,haar_l3_energy_ratio of all9_norm
all9_norm__skewness,80.74324258693304,0.23820693405409932,0.00038272783326565474,0.0007170205356086245,0.00023601460329561585,218.4,35.37371905808039,0,0.005580008895125544,0.17988148437549556,0.014370496119575886,0.025462244376281917,0.0,0.045058846753295786,213.0,248.0,273.0,259.0,all9,time,all9_norm,skewness of all9_norm
mag_norm__zero_crossing_rate,138.34551589578618,0.2226528735294777,0.0007380691051139493,0.00047489690272750466,0.00042076751554165153,269.8,67.44405088664233,0,0.009560790284934007,0.16813586703507086,0.027712693692848952,0.016864148779955335,0.0,0.044454699958561834,159.0,257.0,218.0,260.0,mag,time,mag_norm,zero_crossing_rate of mag_norm
axis_ay__mid_band_ratio,93.687449054664,0.24683207580593214,0.00034112198919725726,0.0004224658869384305,0.00029045361438821926,262.8,45.92058361998462,0,0.0064745578990563005,0.18639474272135206,0.012808298210855775,0.015002261608502274,0.0,0.04413597208795328,198.0,241.0,285.0,261.0,acc,time_frequency,ay,mid_band_ratio of ay
axis_mx__zero_crossing_rate,93.8648740756048,0.2642009332481545,0.00021912959199154678,0.00017419029308626368,6.898059684854388e-05,316.2,23.65797962633327,0,0.006486819398140903,0.19951080028289964,0.008227781409388695,0.006185702626736968,0.0,0.044082220743433244,197.0,237.0,311.0,262.0,mag,time,mx,zero_crossing_rate of mx
axis_az__diff_abs_mean,71.2654126203646,0.21076393299267027,0.0008455179662826641,0.0006916355171444267,0.00019099433202644924,217.2,23.931151246858143,0,0.004925014448215653,0.15915795763917046,0.0317471362085729,0.024560792449130085,0.0,0.04407818014901782,223.0,270.0,205.0,263.0,acc,time,az,diff_abs_mean of az
axis_ax__haar_l1_energy_ratio,75.34034381504925,0.2214548144472479,0.000528246410380905,0.0007639175490812573,0.00030649652112641466,212.0,31.827660925679098,0,0.005206625039825021,0.16723115514271217,0.019834363562708526,0.027127612602513233,0.0,0.043879951269551784,217.0,259.0,249.0,264.0,acc,wavelet,ax,haar_l1_energy_ratio of ax
acc_norm__low_band_ratio,73.363050929676,0.20717642739719055,0.0006846712620689286,0.0008915065009647927,0.0002811650288157472,199.6,23.58601280420241,0,0.0050699781634406344,0.1564488600460092,0.02570773500007584,0.031658446673834044,0.0,0.04377700397667194,220.0,272.0,224.0,265.0,acc,time_frequency,acc_norm,low_band_ratio of acc_norm
axis_gx__std,58.089672699042985,0.15425822704556857,0.0011936260847480212,0.001504529135811963,0.000939948383160547,174.8,76.57480003238663,0,0.004014464616362189,0.11648778810018678,0.044817746524303474,0.05342760301106732,0.0,0.04374952045038395,238.0,305.0,182.0,266.0,gyro,time,gx,std of gx
acc_norm__haar_l1_energy_ratio,55.29329051305885,0.18973254067405376,0.000980847946774444,0.0009339282334458908,0.0004257755590427665,199.8,40.12106678541836,0,0.0038212120670214557,0.1432761442747579,0.036828446713026146,0.033164892397012834,0.0,0.04341813909036367,243.0,282.0,197.0,267.0,acc,wavelet,acc_norm,haar_l1_energy_ratio of acc_norm
axis_ax__diff_abs_mean,56.98093985653361,0.15031881942285574,0.001662663452096943,0.001039370873896646,0.00046380568857919737,193.2,48.63846214674144,0,0.0039378422399836445,0.11351295240303286,0.062428955016541006,0.036909284845352726,0.0,0.043357806900982045,239.0,306.0,151.0,268.0,acc,time,ax,diff_abs_mean of ax
acc_norm__haar_l2_energy_ratio,51.051607118558124,0.20572818141187055,0.0007699089224343517,0.0007191540790633477,0.000293492637125096,219.2,44.076070605261535,0,0.003528077554295672,0.15535522001989202,0.028908201130462604,0.025538009019180838,0.0,0.042665901544766224,253.0,273.0,213.0,269.0,acc,wavelet,acc_norm,haar_l2_energy_ratio of acc_norm
axis_gy__high_band_ratio,18.152602020545284,0.2597453827697822,0.00010433848096453449,0.0002984930845852936,0.00016480732632215508,287.6,40.525300739167875,0,0.0012544911189968607,0.19614620035241423,0.003917655329714527,0.01059984126938514,0.0,0.04238363761410215,343.0,239.0,360.0,270.0,gyro,time_frequency,gy,high_band_ratio of gy
gyro_norm__kurtosis,56.077139455668544,0.23843128071907538,0.00042123257037044056,0.0003226188570749516,0.00020474580418880067,280.4,36.77363185762321,0,0.0038753823471843764,0.1800508993057151,0.015816255029839257,0.011456575887699553,0.0,0.04223982251408766,240.0,247.0,268.0,271.0,gyro,time,gyro_norm,kurtosis of gyro_norm
axis_gx__energy_mean,33.92848339896362,0.15608532720142554,0.0013108593277072755,0.0011521647921335031,0.001000733366466039,198.0,71.78788198575022,0,0.0023447316840229907,0.11786751908679026,0.04921956869818727,0.040914729832876556,0.0,0.042069309860375416,291.0,303.0,176.0,272.0,gyro,time,gx,energy_mean of gx
axis_ay__range,89.09055413924108,0.21492469765932976,0.0004773403991089191,0.0006596421021755679,0.00047517562431105797,231.6,45.39052764619508,0,0.006156875407045898,0.16229995066027136,0.017922967071877956,0.023424668572737336,0.0,0.041960892342386515,200.0,264.0,256.0,273.0,acc,time,ay,range of ay
acc_norm__kurtosis,46.3810303610215,0.2413891957883174,0.00019033057189635517,0.0003944302784653321,0.0003117625172559917,276.6,67.54850109365863,0,0.0032053030530813913,0.18228456288660425,0.007146448486736378,0.01400668410586651,0.0,0.041328599706457705,264.0,246.0,318.0,274.0,acc,time,acc_norm,kurtosis of acc_norm
acc_norm__max,71.87559201736553,0.24443956384468768,0.0003211759268954416,0.00012693779440080998,2.0613603345019162e-05,331.2,14.601369798755181,0,0.004967182762910493,0.18458804215369753,0.012059372248342604,0.004507710701585626,0.0,0.04122446157330725,222.0,242.0,288.0,275.0,acc,time,acc_norm,max of acc_norm
all9_norm__haar_l2_energy_ratio,12.190460515778438,0.2052554054563509,0.0006673118419399478,0.0006885301724217022,0.0003618894655175938,229.2,56.45529204600752,0,0.000842459083067947,0.15499820421347305,0.025055931138639794,0.024450517997735895,0.0,0.04106942248658334,357.0,274.0,227.0,276.0,all9,wavelet,all9_norm,haar_l2_energy_ratio of all9_norm
axis_mz__zero_crossing_rate,139.87669284527422,0.23714981452552486,0.00023125829635493105,0.00021232213066715145,0.0001905387845566813,315.0,53.19774431308154,0,0.00966660695422315,0.17908320270196917,0.008683184659009469,0.007539809125481963,0.0,0.04099456068813675,158.0,249.0,307.0,277.0,mag,time,mz,zero_crossing_rate of mz
all9_norm__diff_rms,21.847580752406238,0.1718055990225782,0.0008468498273369421,0.0011480798947182983,0.0006945305812248096,187.2,47.562590341569916,0,0.0015098439328114065,0.12973865055155692,0.031797144340850625,0.04076967031076719,0.0,0.04076306182719723,330.0,290.0,204.0,278.0,all9,time,all9_norm,diff_rms of all9_norm
all9_pca__pca1_var_ratio,196.90514073800233,0.24260551794190732,8.782677813740021e-05,0.0001022474532065944,5.27670688346474e-05,343.4,24.099792530227308,0,0.013607732382447219,0.1832030661003556,0.003297681184170155,0.003630927583111529,0.0,0.040747881450016905,127.0,245.0,368.0,279.0,all9,pca,all9_pca,PCA variance ratio
all9_norm__dominant_freq_ratio,8.334877194000754,0.23354555664618282,0.000312140459333864,0.00033607553726661235,0.00022898354739916697,283.4,52.842217970104166,0,0.0005760071975339507,0.1763614546555379,0.011720112491809353,0.011934438462782845,0.0,0.040118402561532804,363.0,252.0,293.0,280.0,all9,time_frequency,all9_norm,dominant_freq_ratio of all9_norm
axis_az__diff_rms,64.02776613762917,0.18652207464710147,0.0007403536374918828,0.0007501667036708842,0.00030649127431290604,217.4,42.116505078175706,0,0.004424834737078147,0.14085176734904625,0.02779847230840459,0.026639303873778986,0.0,0.0399428756536616,231.0,284.0,217.0,281.0,acc,time,az,diff_rms of az
axis_gz__dominant_freq_ratio,21.45690632663748,0.24340290388963615,0.00019450139113639725,0.00016048504893888767,0.00011667266195006636,326.0,41.75523919222593,0,0.0014828451809525045,0.18380521048572876,0.007303052570617768,0.005699013252602259,0.0,0.03965802429798026,332.0,243.0,317.0,282.0,gyro,time_frequency,gz,dominant_freq_ratio of gz
axis_gx__iqr,70.2019445419608,0.16838525076480026,0.0012351525905850362,0.0005319755847467218,0.00038386795109156523,245.6,54.40863901992036,0,0.0048515202318942545,0.1271557814838139,0.046376965476054376,0.018891080057475522,0.0,0.03945506944984761,225.0,292.0,179.0,283.0,gyro,time,gx,iqr of gx
mag_pca__pca3_var_ratio,81.9643214533166,0.20300792128889134,0.0004974937913574277,0.0005297792269599087,0.0001831054169833717,241.4,29.90484910512006,0,0.005664395287320954,0.15330102109091442,0.018679677767915733,0.018813084803604423,0.0,0.03929163578995111,211.0,277.0,253.0,284.0,mag,pca,mag_pca,PCA variance ratio
axis_mx__spectral_entropy,83.39149708373944,0.21198817310996043,0.0003450285378822534,0.0004342771096638857,0.0005365627291490033,279.4,71.47936765249116,0,0.0057630246271581755,0.1600824400871926,0.012954979580328332,0.015421692049449072,0.0,0.038844427268825636,209.0,266.0,284.0,285.0,mag,time_frequency,mx,spectral_entropy of mx
axis_mx__slope,51.0650495328525,0.2151891134252093,0.00034932319933058266,0.0003971877324828885,0.0004541871591612358,283.2,66.25103772772167,0,0.003529006533476237,0.16249962369098125,0.01311623363690297,0.014104604548259118,0.0,0.03864989368192392,252.0,263.0,282.0,286.0,mag,time,mx,slope of mx
axis_ax__diff_rms,51.71805993036928,0.1801806078072241,0.0006193271557516328,0.0008122185631993427,0.00019174823370535736,206.6,18.84940317357555,0,0.0035741348155467765,0.13606302149324317,0.023254223275418838,0.028842838546569362,0.0,0.03834684362615563,246.0,285.0,232.0,287.0,acc,time,ax,diff_rms of ax
axis_gz__diff_abs_mean,47.56372246468056,0.16542221338813512,0.0008640166457079554,0.0008132771588072674,0.000280378605524933,209.6,37.938107491017526,0,0.0032870366105553425,0.12491824980283625,0.032441716476305636,0.02888043052438037,0.0,0.03790548668281553,260.0,294.0,203.0,288.0,gyro,time,gz,diff_abs_mean of gz
axis_gz__skewness,82.98279870358398,0.1938956248237882,0.0005412427527869491,0.0004419024595519384,0.0002865739713639491,263.6,52.48618865949403,0,0.005734780274768743,0.14641988884881071,0.020322344503423392,0.015692477212023874,0.0,0.037633898167805345,210.0,279.0,246.0,289.0,gyro,time,gz,skewness of gz
gyro_norm__slope,41.420610809858275,0.2307341771263216,0.00016052406637440578,0.00013920865314351804,0.00010005513738609946,329.0,42.737571292716204,0,0.0028624980785444277,0.17423844709833283,0.006027286945004501,0.00494346335928107,0.0,0.03761433909623257,275.0,254.0,327.0,290.0,gyro,time,gyro_norm,slope of gyro_norm
axis_az__slope,47.761526189676815,0.2206540333950069,0.00022603008721204816,0.00020887170106814488,7.489983933776799e-05,304.6,31.0290186760716,0,0.00330070644235309,0.16662644695103473,0.008486878164759858,0.0074172803033771845,0.0,0.03716626237230497,259.0,260.0,309.0,291.0,acc,time,az,slope of az
axis_ay__dominant_freq_ratio,41.887467393631,0.22478466874237713,0.00018539473322915997,0.00015361647155601087,9.737437854773277e-05,325.0,34.820970692960294,0,0.0028947616315890675,0.16974568787762379,0.006961119790339877,0.005455101973698983,0.0,0.037011334254650335,272.0,256.0,319.0,292.0,acc,time_frequency,ay,dominant_freq_ratio of ay
axis_az__dominant_freq_ratio,21.537639273851774,0.2102568609124189,0.00034597282583614264,0.00019282178721469358,4.0508812292002764e-05,310.4,10.990905331227266,0,0.0014884244783543946,0.1587750431835389,0.012990435288530534,0.006847328944302144,0.0,0.0360202463789452,331.0,271.0,283.0,293.0,acc,time_frequency,az,dominant_freq_ratio of az
corr__ax__gy,48.62868259304152,0.19010511392597662,0.0005476482025855806,0.0003126330512685454,7.536437301662757e-05,275.6,22.523321247098533,0,0.0033606339395554773,0.14355749221225864,0.020562853511325828,0.011101968153179109,0.0,0.03571658956326381,258.0,281.0,243.0,294.0,acc_gyro,axis_correlation,"ax,gy",Correlation between ax and gy
axis_ay__diff_abs_mean,32.36002637955745,0.12132581406483034,0.0014121038270368607,0.0008250761407638467,0.0006391220431817383,220.6,64.50038759573465,0,0.0022363386614058277,0.09161894305768,0.053021052568147486,0.029299426281196108,0.0,0.03523515211368588,296.0,320.0,167.0,295.0,acc,time,ay,diff_abs_mean of ay
axis_gz__diff_rms,38.98975395554713,0.16317623209748033,0.00026652050323078426,0.0010079790888214363,0.00042986918901615216,193.2,33.99558794902656,0,0.0026945062759458505,0.12322220157465655,0.010007194472336532,0.035794525555628565,0.0,0.0343436855757135,280.0,297.0,301.0,296.0,gyro,time,gz,diff_rms of gz
acc_norm__haar_l3_energy_ratio,41.31688767755231,0.1764386945567047,0.00038305087517521226,0.0003704859487546785,0.00032039499139961767,278.2,66.39804213981012,0,0.0028553299740399,0.13323732327173424,0.014382625554919395,0.01315639273450234,0.0,0.032726334307039175,276.0,286.0,272.0,297.0,acc,wavelet,acc_norm,haar_l3_energy_ratio of acc_norm
axis_mz__kurtosis,96.70220832361791,0.19228516405121576,0.00012775125444752816,0.00016316617141425656,6.650058229347942e-05,320.0,25.95187854472196,0,0.006682902065062675,0.1452037526542487,0.004796747836823449,0.005794223071959298,0.0,0.032495525125618825,195.0,280.0,341.0,298.0,mag,time,mz,kurtosis of mz
axis_ay__kurtosis,32.789867581948705,0.1895687709935152,0.0001979931850938252,0.00023868606542257775,0.00024988750121598437,313.4,62.44037155558894,0,0.0022660441532338558,0.14315247393179348,0.007434160912249006,0.008476023523990387,0.0,0.03226574050425334,294.0,283.0,316.0,299.0,acc,time,ay,kurtosis of ay
mag_norm__dominant_freq_ratio,16.366477467608583,0.15874409599833816,0.000657422182530966,0.00037668342365692665,0.0001611946514855379,268.2,32.50692233971097,0,0.0011310555152996436,0.1198752829652812,0.024684598562829833,0.013376472373285587,0.0,0.031813481883339254,346.0,300.0,231.0,300.0,mag,time_frequency,mag_norm,dominant_freq_ratio of mag_norm
axis_my__kurtosis,92.34181343353667,0.15843465241059596,0.00037486869048087895,0.0004903022487779364,0.00023356795917952022,250.6,34.529697363284264,0,0.006381563631116119,0.11964160726597975,0.014075404487676147,0.017411210776588845,0.0,0.03150195723227217,199.0,301.0,274.0,301.0,mag,time,my,kurtosis of my
axis_gx__range,28.998609731066175,0.1347061719601128,0.0007502531283764538,0.0007153340338994358,0.00046270899279709875,224.2,49.33254503874699,0,0.0020040376762353374,0.10172309325480298,0.028170174032129923,0.025402354712697972,0.0,0.03145993193517324,308.0,314.0,215.0,302.0,gyro,time,gx,range of gx
axis_gx__diff_rms,25.881357365010064,0.12689610380785687,0.0009359546849682873,0.0006905860220719608,0.0001986039292933262,219.4,29.0998281781869,0,0.0017886104110717356,0.09582533608883184,0.035142814290958,0.02452352364206008,0.0,0.03145605688658433,320.0,317.0,201.0,303.0,gyro,time,gx,diff_rms of gx
axis_gx__slope,23.47459066417297,0.14138578123529033,0.0006659355658882018,0.0005406995611187029,0.00037584001244636355,250.6,54.692778316702835,0,0.0016222834322573332,0.10676718668658519,0.025004255331598727,0.019200878741452876,0.0,0.030518920838378826,324.0,310.0,228.0,304.0,gyro,time,gx,slope of gx
axis_gx__diff_abs_mean,27.5509208188596,0.13107587825655198,0.0006607615939760728,0.000699051205055336,0.00025227199675666287,216.8,31.00322563863315,0,0.0019039907032791803,0.09898168430838152,0.02480998531300189,0.024824132267766575,0.0,0.030103958518485834,311.0,316.0,230.0,305.0,gyro,time,gx,diff_abs_mean of gx
axis_my__slope,9.748555416079618,0.1589717876249459,0.00029729314021604755,0.00045449552932315293,0.00019328752679015508,251.6,28.49210416940104,0,0.0006737037576584994,0.12004722383651029,0.011162631892742003,0.016139671963133838,0.0,0.02960464629000893,362.0,299.0,295.0,306.0,mag,time,my,slope of my
acc_norm__slope,19.560311389719995,0.1572314498265568,0.00038619379083019366,0.00032108905356098956,0.00026824757582168525,286.2,49.103971326156504,0,0.0013517751832736857,0.11873301126863467,0.014500634367705986,0.0114022507617293,0.0,0.029197534316268724,340.0,302.0,270.0,307.0,acc,time,acc_norm,slope of acc_norm
axis_ay__slope,32.713372759023244,0.1729334634042634,0.00017559724236683758,0.00014380440175218068,8.11050427288916e-05,327.4,25.899806949087473,0,0.0022607577443818014,0.13059035505779817,0.006593247918526318,0.005106663809413782,0.0,0.02891020490602401,295.0,289.0,322.0,308.0,acc,time,ay,slope of ay
axis_my__skewness,113.20882489557737,0.16331922641913588,0.00016613322675988878,0.0001751751783296744,6.878063381449468e-05,313.6,28.58845920996793,0,0.007823642322066752,0.12333018344738753,0.006237897228729836,0.006220677062621195,0.0,0.028722480012161062,181.0,296.0,326.0,309.0,mag,time,my,skewness of my
gyro_norm__min,187.67691057832585,0.16241583270287574,8.694826852752694e-05,6.963797653639107e-05,3.156127666583821e-05,358.6,15.126136320951233,0,0.012969987294097325,0.12264798751005405,0.0032646952922584706,0.0024729266295480533,0.0,0.028271119345191588,134.0,298.0,369.0,310.0,gyro,time,gyro_norm,min of gyro_norm
mag_pca__pca1_var_ratio,87.48511382255718,0.16473544868298395,9.305272770718085e-05,0.0001931251763305245,0.00015590759824539248,321.2,39.42334333868704,0,0.006045926540482307,0.12439964082501684,0.0034939028369640997,0.0068581026494120454,0.0,0.02815951457037506,205.0,295.0,365.0,311.0,mag,pca,mag_pca,PCA variance ratio
gyro_norm__dominant_freq_ratio,5.279084432960536,0.16577384313918175,0.00015947633200414746,0.0001562927176555925,8.956561651374888e-05,322.4,32.577599666028185,0,0.0003648272864732059,0.12518378229801747,0.005987947076321126,0.005550138627203999,0.0,0.027417339057603164,370.0,293.0,328.0,312.0,gyro,time_frequency,gyro_norm,dominant_freq_ratio of gyro_norm
axis_ay__diff_rms,30.946110877629472,0.11146422744645212,0.0006767955207797117,0.000643594405584145,0.00033512634559528377,227.6,45.4345683373354,0,0.0021386257033311064,0.08417198587209059,0.025412020134841784,0.022854795951250423,0.0,0.02691548553230278,304.0,328.0,226.0,313.0,acc,time,ay,diff_rms of ay
